price,fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality
13.679973345059844,8.5,0.49,0.11,2.3,9.0,67.0,3.17,0.53,9.4,0
13.679973345059844,6.9,0.4,0.14,2.4,21.0,40.0,3.43,0.63,9.7,1
13.679973345059844,6.3,0.39,0.16,1.4,11.0,23.0,3.34,0.56,9.3,0
13.679973345059844,7.6,0.41,0.24,1.8,4.0,11.0,3.28,0.59,9.5,0
13.679973345059844,7.9,0.43,0.21,1.6,10.0,37.0,3.17,0.91,9.5,0
13.679973345059844,7.1,0.71,0.0,1.9,14.0,35.0,3.47,0.55,9.4,0
13.679973345059844,7.8,0.645,0.0,2.0,8.0,16.0,3.38,0.59,9.8,1
13.679973345059844,6.7,0.675,0.07,2.4,17.0,82.0,3.35,0.54,10.1,0
13.679973345059844,6.9,0.685,0.0,2.5,22.0,37.0,3.46,0.57,10.6,1
13.679973345059844,8.3,0.655,0.12,2.3,15.0,113.0,3.17,0.66,9.8,0
13.679973345059844,6.9,0.605,0.12,10.7,40.0,83.0,3.45,0.52,9.4,1
13.679973345059844,5.2,0.32,0.25,1.8,13.0,50.0,3.38,0.55,9.2,0
13.679973345059844,7.8,0.645,0.0,5.5,5.0,18.0,3.4,0.55,9.6,1
13.679973345059844,7.8,0.6,0.14,2.4,3.0,15.0,3.42,0.6,10.8,1
13.679973345059844,8.1,0.38,0.28,2.1,13.0,30.0,3.23,0.73,9.7,1
13.679973345059844,5.7,1.13,0.09,1.5,7.0,19.0,3.5,0.48,9.8,0
13.679973345059844,7.3,0.45,0.36,5.9,12.0,87.0,3.33,0.83,10.5,0
13.679973345059844,7.3,0.45,0.36,5.9,12.0,87.0,3.33,0.83,10.5,0
13.679973345059844,8.8,0.61,0.3,2.8,17.0,46.0,3.26,0.51,9.3,0
13.679973345059844,7.5,0.49,0.2,2.6,8.0,14.0,3.21,0.9,10.5,1
13.679973345059844,8.1,0.66,0.22,2.2,9.0,23.0,3.3,1.2,10.3,0
13.679973345059844,6.8,0.67,0.02,1.8,5.0,11.0,3.48,0.52,9.5,0
13.679973345059844,4.6,0.52,0.15,2.1,8.0,65.0,3.9,0.56,13.1,0
13.679973345059844,7.7,0.935,0.43,2.2,22.0,114.0,3.25,0.73,9.2,0
13.679973345059844,8.7,0.29,0.52,1.6,12.0,37.0,3.25,0.58,9.5,0
13.679973345059844,6.4,0.4,0.23,1.6,5.0,12.0,3.34,0.56,9.2,0
13.679973345059844,5.6,0.31,0.37,1.4,12.0,96.0,3.32,0.58,9.2,0
13.679973345059844,8.8,0.66,0.26,1.7,4.0,23.0,3.15,0.74,9.2,0
13.679973345059844,6.6,0.52,0.04,2.2,8.0,15.0,3.4,0.63,9.4,1
13.679973345059844,6.6,0.5,0.04,2.1,6.0,14.0,3.39,0.64,9.4,1
13.679973345059844,8.6,0.38,0.36,3.0,30.0,119.0,3.2,0.56,9.4,0
13.679973345059844,7.6,0.51,0.15,2.8,33.0,73.0,3.17,0.63,10.2,1
13.679973345059844,7.7,0.62,0.04,3.8,25.0,45.0,3.34,0.53,9.5,0
11.926352501899625,10.2,0.42,0.57,3.4,4.0,10.0,3.04,0.63,9.6,0
11.01348619095313,7.5,0.63,0.12,5.1,50.0,110.0,3.26,0.77,9.4,0
11.88544164182045,7.8,0.59,0.18,2.3,17.0,54.0,3.43,0.59,10.0,0
13.533244505561813,7.3,0.39,0.31,2.4,9.0,46.0,3.41,0.54,9.4,1
11.884116742123071,8.8,0.4,0.4,2.2,19.0,52.0,3.44,0.64,9.2,0
12.831301827983301,7.7,0.69,0.49,1.8,20.0,112.0,3.21,0.71,9.3,0
15.877350707152024,7.5,0.52,0.16,1.9,12.0,35.0,3.38,0.62,9.5,1
10.703917946610675,7.0,0.735,0.05,2.0,13.0,54.0,3.39,0.57,9.8,0
12.97871625568047,7.2,0.725,0.05,4.65,4.0,11.0,3.41,0.39,10.9,0
14.953828717616506,7.2,0.725,0.05,4.65,4.0,11.0,3.41,0.39,10.9,0
13.204451530239488,7.5,0.52,0.11,1.5,11.0,39.0,3.42,0.58,9.6,0
12.225730542760113,6.6,0.705,0.07,1.6,6.0,15.0,3.44,0.58,10.7,0
13.659494204867723,9.3,0.32,0.57,2.0,27.0,65.0,3.28,0.79,10.7,0
14.379636623356506,8.0,0.705,0.05,1.9,8.0,19.0,3.34,0.95,10.5,1
14.61943083800323,7.7,0.63,0.08,1.9,15.0,27.0,3.32,0.54,9.5,1
12.786047571313727,7.7,0.67,0.23,2.1,17.0,96.0,3.32,0.48,9.5,0
12.273914889832694,7.7,0.69,0.22,1.9,18.0,94.0,3.31,0.48,9.5,0
11.147258927492798,8.3,0.675,0.26,2.1,11.0,43.0,3.31,0.53,9.2,0
11.414954359404412,9.7,0.32,0.54,2.5,28.0,83.0,3.28,0.82,9.6,0
11.797348878443946,8.8,0.41,0.64,2.2,9.0,42.0,3.54,0.66,10.5,0
11.923740086999759,8.8,0.41,0.64,2.2,9.0,42.0,3.54,0.66,10.5,0
14.426136246752998,6.8,0.785,0.0,2.4,14.0,30.0,3.52,0.55,10.7,1
12.715002881268113,6.7,0.75,0.12,2.0,12.0,80.0,3.38,0.52,10.1,0
9.912156407923833,8.3,0.625,0.2,1.5,27.0,119.0,3.16,1.12,9.1,0
12.274937162761995,6.2,0.45,0.2,1.6,3.0,15.0,3.41,0.56,9.2,0
12.281039380878216,7.8,0.43,0.7,1.9,22.0,67.0,3.13,1.28,9.4,0
11.923358513046367,7.4,0.5,0.47,2.0,21.0,73.0,3.36,0.57,9.1,0
12.74646669124317,7.3,0.67,0.26,1.8,16.0,51.0,3.16,1.14,9.4,0
15.035775054775756,6.3,0.3,0.48,1.8,18.0,61.0,3.44,0.78,10.3,1
12.978955590969463,6.9,0.55,0.15,2.2,19.0,40.0,3.41,0.59,10.1,0
13.667353443552521,8.6,0.49,0.28,1.9,20.0,136.0,2.93,1.95,9.9,1
10.14465188636213,7.7,0.49,0.26,1.9,9.0,31.0,3.39,0.64,9.6,0
11.325745760910197,9.3,0.39,0.44,2.1,34.0,125.0,3.14,1.22,9.5,0
12.731694053795229,7.0,0.62,0.08,1.8,8.0,24.0,3.48,0.53,9.0,0
12.2485011213183,7.9,0.52,0.26,1.9,42.0,140.0,3.23,0.54,9.5,0
15.248399421290966,8.6,0.49,0.28,1.9,20.0,136.0,2.93,1.95,9.9,1
10.908488028119086,8.6,0.49,0.29,2.0,19.0,133.0,2.93,1.98,9.8,0
11.887220760341723,7.7,0.49,0.26,1.9,9.0,31.0,3.39,0.64,9.6,0
11.27215951548809,5.0,1.02,0.04,1.4,41.0,85.0,3.75,0.48,10.5,0
15.700097949513365,4.7,0.6,0.17,2.3,17.0,106.0,3.85,0.6,12.9,1
12.169149845821773,6.8,0.775,0.0,3.0,8.0,23.0,3.45,0.56,10.7,0
10.788506339379643,7.0,0.5,0.25,2.0,3.0,22.0,3.25,0.63,9.2,0
13.440823368045985,7.6,0.9,0.06,2.5,5.0,10.0,3.39,0.56,9.8,0
13.445735304583565,8.1,0.545,0.18,1.9,13.0,35.0,3.3,0.59,9.0,1
14.934485382416954,8.3,0.61,0.3,2.1,11.0,50.0,3.4,0.61,10.2,1
14.619712171434871,7.8,0.5,0.3,1.9,8.0,22.0,3.31,0.56,10.4,1
13.661355973895068,8.1,0.545,0.18,1.9,13.0,35.0,3.3,0.59,9.0,1
11.410079678760873,8.1,0.575,0.22,2.1,12.0,65.0,3.29,0.51,9.2,0
13.829862259694451,7.2,0.49,0.24,2.2,5.0,36.0,3.33,0.48,9.4,0
11.038718013528364,8.1,0.575,0.22,2.1,12.0,65.0,3.29,0.51,9.2,0
12.48358096830166,7.8,0.41,0.68,1.7,18.0,69.0,3.08,1.31,9.3,0
11.824966707059112,6.2,0.63,0.31,1.7,15.0,64.0,3.46,0.79,9.3,0
13.11968649600557,8.0,0.33,0.53,2.5,18.0,80.0,3.37,0.8,9.6,1
11.415772076586768,8.1,0.785,0.52,2.0,37.0,153.0,3.21,0.69,9.3,0
11.525550180377323,7.8,0.56,0.19,1.8,12.0,47.0,3.19,0.93,9.5,0
13.44854885984506,8.4,0.62,0.09,2.2,11.0,108.0,3.15,0.66,9.8,0
12.001693584111525,8.4,0.6,0.1,2.2,14.0,111.0,3.15,0.66,9.8,0
15.41158440138132,10.1,0.31,0.44,2.3,22.0,46.0,3.32,0.67,9.7,1
12.343384186123071,7.8,0.56,0.19,1.8,12.0,47.0,3.19,0.93,9.5,0
13.46992829971817,9.4,0.4,0.31,2.2,13.0,62.0,3.07,0.63,10.5,1
13.937896406503267,8.3,0.54,0.28,1.9,11.0,40.0,3.39,0.61,10.0,1
12.478139106003592,7.8,0.56,0.12,2.0,7.0,28.0,3.37,0.5,9.4,1
15.136169711311592,8.8,0.55,0.04,2.2,14.0,56.0,3.21,0.6,10.9,1
13.82347947326976,7.0,0.69,0.08,1.8,22.0,89.0,3.34,0.54,9.2,1
12.148167361190103,7.3,1.07,0.09,1.7,10.0,89.0,3.3,0.57,9.0,0
13.95297728992148,8.8,0.55,0.04,2.2,14.0,56.0,3.21,0.6,10.9,1
12.157131456256185,7.3,0.695,0.0,2.5,3.0,13.0,3.49,0.52,9.2,0
12.764600937047572,8.0,0.71,0.0,2.6,11.0,34.0,3.44,0.53,9.5,0
12.364346185374535,7.8,0.5,0.17,1.6,21.0,102.0,3.39,0.48,9.5,0
13.303946712486816,9.0,0.62,0.04,1.9,27.0,90.0,3.16,0.7,9.4,0
10.557531969459362,8.2,1.33,0.0,1.7,3.0,12.0,3.53,0.49,10.9,0
12.680346769902696,8.1,1.33,0.0,1.8,3.0,12.0,3.54,0.48,10.9,0
14.773428854657261,8.0,0.59,0.16,1.8,3.0,16.0,3.42,0.92,10.5,1
10.845493984205854,6.1,0.38,0.15,1.8,6.0,19.0,3.42,0.57,9.4,0
12.954019356384899,8.0,0.745,0.56,2.0,30.0,134.0,3.24,0.66,9.4,0
15.475575475149894,5.6,0.5,0.09,2.3,17.0,99.0,3.63,0.63,13.0,0
13.813763733798055,5.6,0.5,0.09,2.3,17.0,99.0,3.63,0.63,13.0,0
14.234751072382766,6.6,0.5,0.01,1.5,17.0,26.0,3.4,0.58,9.8,1
14.290255304420414,7.9,1.04,0.05,2.2,13.0,29.0,3.22,0.55,9.9,1
11.028944113291693,8.4,0.745,0.11,1.9,16.0,63.0,3.19,0.82,9.6,0
11.900066188878275,8.3,0.715,0.15,1.8,10.0,52.0,3.23,0.77,9.5,0
11.507421260878195,7.2,0.415,0.36,2.0,13.0,45.0,3.48,0.64,9.2,0
12.540405708490146,7.8,0.56,0.19,2.1,15.0,105.0,3.33,0.54,9.5,0
13.741877100799408,7.8,0.56,0.19,2.0,17.0,108.0,3.32,0.54,9.5,0
10.303975494817092,8.4,0.745,0.11,1.9,16.0,63.0,3.19,0.82,9.6,0
11.111261739332349,8.3,0.715,0.15,1.8,10.0,52.0,3.23,0.77,9.5,0
16.093989466844274,5.2,0.34,0.0,1.8,27.0,63.0,3.68,0.79,14.0,1
10.652674335829946,6.3,0.39,0.08,1.7,3.0,20.0,3.34,0.58,9.4,0
15.933240848193124,5.2,0.34,0.0,1.8,27.0,63.0,3.68,0.79,14.0,1
12.479165774328461,8.1,0.67,0.55,1.8,32.0,141.0,3.17,0.62,9.4,0
12.543066809658162,5.8,0.68,0.02,1.8,21.0,94.0,3.54,0.52,10.0,0
11.530124739090802,7.6,0.49,0.26,1.6,10.0,88.0,3.11,0.8,9.3,0
14.323611623155264,6.9,0.49,0.1,2.3,12.0,30.0,3.42,0.58,10.2,1
14.669413476139685,8.2,0.4,0.44,2.8,11.0,43.0,3.53,0.61,10.5,1
15.431543366886928,7.3,0.33,0.47,2.1,5.0,11.0,3.33,0.53,10.3,1
10.497525224595353,9.2,0.52,1.0,3.4,32.0,69.0,2.74,2.0,9.4,0
12.545012791613958,7.5,0.6,0.03,1.8,25.0,99.0,3.35,0.54,10.1,0
10.270659519146445,7.5,0.6,0.03,1.8,25.0,99.0,3.35,0.54,10.1,0
12.730917538956662,7.1,0.43,0.42,5.5,29.0,129.0,3.42,0.72,10.5,0
13.351231080094085,7.1,0.43,0.42,5.5,28.0,128.0,3.42,0.71,10.5,0
12.850788987039953,7.1,0.43,0.42,5.5,29.0,129.0,3.42,0.72,10.5,0
12.277465021512485,7.1,0.43,0.42,5.5,28.0,128.0,3.42,0.71,10.5,0
11.055384919088915,7.1,0.68,0.0,2.2,12.0,22.0,3.48,0.5,9.3,0
12.402334131451507,6.8,0.6,0.18,1.9,18.0,86.0,3.59,0.57,9.3,1
12.100478209914817,7.6,0.95,0.03,2.0,7.0,20.0,3.2,0.56,9.6,0
9.737410528093127,7.6,0.68,0.02,1.3,9.0,20.0,3.17,1.08,9.2,0
15.90773191403995,7.8,0.53,0.04,1.7,17.0,31.0,3.33,0.56,10.0,1
11.91357645961223,7.4,0.6,0.26,7.3,36.0,121.0,3.37,0.49,9.4,0
14.196922060408287,7.3,0.59,0.26,7.2,35.0,121.0,3.37,0.49,9.4,0
12.52826033604999,7.8,0.63,0.48,1.7,14.0,96.0,3.19,0.62,9.5,0
13.61386334365803,6.8,0.64,0.1,2.1,18.0,101.0,3.34,0.52,10.2,0
9.046904281897088,7.3,0.55,0.03,1.6,17.0,42.0,3.37,0.48,9.0,0
15.411110112647895,6.8,0.63,0.07,2.1,11.0,44.0,3.47,0.55,10.4,1
12.748693795252862,7.5,0.705,0.24,1.8,15.0,63.0,3.0,1.59,9.5,0
9.569968163472467,7.9,0.885,0.03,1.8,4.0,8.0,3.36,0.33,9.1,0
11.769279192276997,8.0,0.42,0.17,2.0,6.0,18.0,3.29,0.61,9.2,1
13.185930383401477,8.0,0.42,0.17,2.0,6.0,18.0,3.29,0.61,9.2,1
15.936294983156293,7.4,0.62,0.05,1.9,24.0,42.0,3.42,0.57,11.5,1
13.325083899197303,7.3,0.38,0.21,2.0,7.0,35.0,3.33,0.47,9.5,0
12.74745487107586,6.9,0.5,0.04,1.5,19.0,49.0,3.35,0.78,9.5,0
12.425700943127065,7.3,0.38,0.21,2.0,7.0,35.0,3.33,0.47,9.5,0
16.11172272954464,7.5,0.52,0.42,2.3,8.0,38.0,3.58,0.61,10.5,1
11.592951656173692,7.0,0.805,0.0,2.5,7.0,20.0,3.48,0.56,9.6,0
11.996188876995262,8.8,0.61,0.14,2.4,10.0,42.0,3.19,0.59,9.5,0
12.624134407700577,8.8,0.61,0.14,2.4,10.0,42.0,3.19,0.59,9.5,0
11.770660497870528,8.9,0.61,0.49,2.0,23.0,110.0,3.12,1.02,9.3,0
11.719183281417804,7.2,0.73,0.02,2.5,16.0,42.0,3.44,0.52,9.3,0
12.55029086746637,6.8,0.61,0.2,1.8,11.0,65.0,3.54,0.58,9.3,0
12.090351665950763,6.7,0.62,0.21,1.9,8.0,62.0,3.52,0.58,9.3,1
12.009046099946422,8.9,0.31,0.57,2.0,26.0,85.0,3.26,0.53,9.7,0
13.08670277512023,7.4,0.39,0.48,2.0,14.0,67.0,3.34,0.55,9.2,0
11.873367919973788,7.7,0.705,0.1,2.6,9.0,26.0,3.39,0.49,9.7,0
12.542017030464097,7.9,0.5,0.33,2.0,15.0,143.0,3.2,0.55,9.5,0
11.585327046558964,7.9,0.49,0.32,1.9,17.0,144.0,3.2,0.55,9.5,0
12.00724181147841,8.2,0.5,0.35,2.9,21.0,127.0,3.23,0.62,9.4,0
12.751125292845993,6.4,0.37,0.25,1.9,21.0,49.0,3.57,0.62,9.8,1
11.807180641388028,6.8,0.63,0.12,3.8,16.0,126.0,3.28,0.61,9.5,0
13.351239206604614,7.6,0.55,0.21,2.2,7.0,28.0,3.28,0.55,9.7,0
10.420904295248407,7.6,0.55,0.21,2.2,7.0,28.0,3.28,0.55,9.7,0
14.113064447285616,7.8,0.59,0.33,2.0,24.0,120.0,3.25,0.54,9.4,0
11.410209932123447,7.3,0.58,0.3,2.4,15.0,55.0,3.46,0.59,10.2,0
15.110356850320867,11.5,0.3,0.6,2.0,12.0,27.0,3.11,0.97,10.1,1
15.422416843918043,5.4,0.835,0.08,1.2,13.0,93.0,3.57,0.85,13.0,1
11.303093676628137,6.9,1.09,0.06,2.1,12.0,31.0,3.51,0.43,11.4,0
13.78383870311283,9.6,0.32,0.47,1.4,9.0,24.0,3.22,0.82,10.3,1
11.636709612172798,8.8,0.37,0.48,2.1,39.0,145.0,3.04,1.03,9.3,0
12.132647934018115,6.8,0.5,0.11,1.5,16.0,49.0,3.36,0.79,9.5,0
10.01342166412526,7.0,0.42,0.35,1.6,16.0,39.0,3.34,0.55,9.2,0
14.636100771022441,7.0,0.43,0.36,1.6,14.0,37.0,3.34,0.56,9.2,1
15.57325986620461,12.8,0.3,0.74,2.6,9.0,28.0,3.2,0.77,10.8,1
16.90596916642382,12.8,0.3,0.74,2.6,9.0,28.0,3.2,0.77,10.8,1
12.890634363723853,7.8,0.57,0.31,1.8,26.0,120.0,3.29,0.53,9.3,0
11.92429432510129,7.8,0.44,0.28,2.7,18.0,95.0,3.22,0.67,9.4,0
14.778955450674196,11.0,0.3,0.58,2.1,7.0,19.0,3.31,0.88,10.5,1
16.072085801997048,9.7,0.53,0.6,2.0,5.0,19.0,3.3,0.86,12.4,1
14.550377359292389,8.0,0.725,0.24,2.8,10.0,62.0,3.35,0.56,10.0,1
16.121977170801586,11.6,0.44,0.64,2.1,5.0,15.0,3.21,0.67,10.2,1
11.35034985382049,8.2,0.57,0.26,2.2,28.0,65.0,3.3,0.43,10.1,0
13.546260441237212,7.8,0.735,0.08,2.4,10.0,41.0,3.24,0.71,9.8,1
12.379598164659274,7.0,0.49,0.49,5.6,26.0,121.0,3.34,0.76,10.5,0
13.435594639670464,8.7,0.625,0.16,2.0,13.0,49.0,3.14,0.57,11.0,0
12.188934457668106,8.1,0.725,0.22,2.2,11.0,41.0,3.36,0.55,9.1,0
11.984003344207396,7.5,0.49,0.19,1.9,10.0,44.0,3.39,0.54,9.7,0
12.179977495742586,7.8,0.53,0.33,2.4,24.0,144.0,3.3,0.6,9.5,0
14.576940601650687,7.8,0.34,0.37,2.0,24.0,58.0,3.34,0.59,9.4,1
12.380600245872213,7.4,0.53,0.26,2.0,16.0,72.0,3.15,0.57,9.4,0
13.129707617175804,6.8,0.61,0.04,1.5,5.0,10.0,3.42,0.6,9.5,0
14.35268254427288,8.6,0.645,0.25,2.0,8.0,28.0,3.28,0.6,10.0,1
9.81224616983663,8.4,0.635,0.36,2.0,15.0,55.0,3.31,0.57,10.4,0
12.772811970266773,7.7,0.43,0.25,2.6,29.0,63.0,3.37,0.58,10.5,1
11.394479064060263,8.9,0.59,0.5,2.0,27.0,81.0,3.04,1.61,9.5,1
12.383516007662555,9.0,0.82,0.14,2.6,9.0,23.0,3.39,0.63,9.8,0
14.901783214751148,7.7,0.43,0.25,2.6,29.0,63.0,3.37,0.58,10.5,1
12.570444695254771,6.9,0.52,0.25,2.6,10.0,37.0,3.46,0.5,11.0,0
17.471940591088355,5.2,0.48,0.04,1.6,19.0,106.0,3.54,0.62,12.2,1
13.51575522842527,8.0,0.38,0.06,1.8,12.0,49.0,3.37,0.52,9.9,1
13.192289067218576,8.5,0.37,0.2,2.8,18.0,58.0,3.34,0.7,9.6,1
13.929902744903936,6.9,0.52,0.25,2.6,10.0,37.0,3.46,0.5,11.0,0
13.234714982839847,8.2,1.0,0.09,2.3,7.0,37.0,3.32,0.55,9.0,1
11.841530805883146,7.2,0.63,0.0,1.9,14.0,38.0,3.37,0.58,9.0,1
14.201604242891905,7.2,0.63,0.0,1.9,14.0,38.0,3.37,0.58,9.0,1
13.518934520535645,7.2,0.645,0.0,1.9,15.0,39.0,3.37,0.58,9.2,1
13.50765324830429,7.2,0.63,0.0,1.9,14.0,38.0,3.37,0.58,9.0,1
14.328808768227532,8.2,1.0,0.09,2.3,7.0,37.0,3.32,0.55,9.0,1
11.719592434109236,8.9,0.635,0.37,1.7,5.0,62.0,3.0,1.09,9.3,0
14.839977096695192,12.0,0.38,0.56,2.1,6.0,24.0,3.14,0.71,10.9,1
13.183755662862326,7.7,0.58,0.1,1.8,28.0,109.0,3.08,0.49,9.8,1
15.5076392447432,15.0,0.21,0.44,2.2,10.0,24.0,3.07,0.84,9.2,1
16.06926611345227,15.0,0.21,0.44,2.2,10.0,24.0,3.07,0.84,9.2,1
13.860996210099652,7.3,0.66,0.0,2.0,6.0,23.0,3.61,0.96,9.9,1
10.39336090154496,7.1,0.68,0.07,1.9,16.0,51.0,3.38,0.52,9.5,0
12.29893464072396,8.2,0.6,0.17,2.3,11.0,73.0,3.2,0.45,9.3,0
13.988438247751173,7.7,0.53,0.06,1.7,9.0,39.0,3.35,0.48,9.8,1
14.494116913063523,7.3,0.66,0.0,2.0,6.0,23.0,3.61,0.96,9.9,1
13.883443206610465,10.8,0.32,0.44,1.6,16.0,37.0,3.22,0.78,10.0,1
13.348522950280078,7.1,0.6,0.0,1.8,16.0,34.0,3.47,0.7,9.9,1
11.9112967344356,11.1,0.35,0.48,3.1,5.0,21.0,3.17,0.53,10.5,0
11.41897354073309,7.7,0.775,0.42,1.9,8.0,86.0,3.23,0.59,9.5,0
14.731616642964175,7.1,0.6,0.0,1.8,16.0,34.0,3.47,0.7,9.9,1
12.872741725205255,8.0,0.57,0.23,3.2,17.0,119.0,3.26,0.57,9.3,0
12.017282323278474,9.4,0.34,0.37,2.2,5.0,13.0,3.22,0.62,9.2,0
12.049487767559892,6.6,0.695,0.0,2.1,12.0,56.0,3.49,0.67,9.2,0
12.090597658718266,7.7,0.41,0.76,1.8,8.0,45.0,3.06,1.26,9.4,0
14.708840309411874,10.0,0.31,0.47,2.6,14.0,33.0,3.36,0.8,10.5,1
11.424857063712606,7.9,0.33,0.23,1.7,18.0,45.0,3.29,0.65,9.3,0
9.042423635374139,7.0,0.975,0.04,2.0,12.0,67.0,3.35,0.6,9.4,0
11.974392046310152,8.0,0.52,0.03,1.7,10.0,35.0,3.34,0.57,10.0,0
10.858114110181951,7.9,0.37,0.23,1.8,23.0,49.0,3.28,0.67,9.3,0
12.4334585999824,12.5,0.56,0.49,2.4,5.0,27.0,3.08,0.87,10.9,0
14.358599834405132,11.8,0.26,0.52,1.8,6.0,10.0,3.2,0.72,10.2,1
10.085045511984815,8.1,0.87,0.0,3.3,26.0,61.0,3.6,0.72,9.8,0
16.7267383315329,7.9,0.35,0.46,3.6,15.0,37.0,3.35,0.86,12.8,1
12.724099653056205,6.9,0.54,0.04,3.0,7.0,27.0,3.69,0.91,9.4,1
13.501704569289279,11.5,0.18,0.51,4.0,4.0,23.0,3.28,0.97,10.1,1
13.797101700963875,7.9,0.545,0.06,4.0,27.0,61.0,3.36,0.67,10.7,1
16.467882889087285,11.5,0.18,0.51,4.0,4.0,23.0,3.28,0.97,10.1,1
13.008464604880466,10.9,0.37,0.58,4.0,17.0,65.0,3.22,0.78,10.1,0
13.966123008079931,8.4,0.715,0.2,2.4,10.0,38.0,3.31,0.64,9.4,0
10.553858325452175,7.5,0.65,0.18,7.0,27.0,94.0,3.38,0.77,9.4,0
13.701956794645639,7.9,0.545,0.06,4.0,27.0,61.0,3.36,0.67,10.7,1
12.42757491400802,6.9,0.54,0.04,3.0,7.0,27.0,3.69,0.91,9.4,1
14.706809362511747,11.5,0.18,0.51,4.0,4.0,23.0,3.28,0.97,10.1,1
18.273131112589613,10.3,0.32,0.45,6.4,5.0,13.0,3.23,0.82,12.6,1
16.438752421011735,8.9,0.4,0.32,5.6,10.0,47.0,3.38,0.77,10.5,1
13.222943790849357,11.4,0.26,0.44,3.6,6.0,19.0,3.12,0.82,9.3,1
16.134078197720374,7.7,0.27,0.68,3.5,5.0,10.0,3.25,1.08,9.9,1
13.170241103117828,7.6,0.52,0.12,3.0,12.0,53.0,3.36,0.57,9.1,0
17.285503351145074,8.9,0.4,0.32,5.6,10.0,47.0,3.38,0.77,10.5,1
12.540596502312102,9.9,0.59,0.07,3.4,32.0,71.0,3.31,0.71,9.8,0
12.82854048118047,9.9,0.59,0.07,3.4,32.0,71.0,3.31,0.71,9.8,0
12.30070737001568,12.0,0.45,0.55,2.0,25.0,49.0,3.1,0.76,10.3,1
15.926528154537971,7.5,0.4,0.12,3.0,29.0,53.0,3.37,0.7,10.3,1
16.941045532898247,8.7,0.52,0.09,2.5,20.0,49.0,3.34,0.86,10.6,1
11.699434762500754,11.6,0.42,0.53,3.3,33.0,98.0,3.2,0.95,9.2,0
16.289329621862084,8.7,0.52,0.09,2.5,20.0,49.0,3.34,0.86,10.6,1
13.055175471138517,11.0,0.2,0.48,2.0,6.0,18.0,3.3,0.71,10.5,0
15.868007777983017,10.4,0.55,0.23,2.7,18.0,48.0,3.22,0.64,10.3,1
15.064413526414844,6.9,0.36,0.25,2.4,5.0,16.0,3.41,0.6,10.1,1
12.790181043341434,13.3,0.34,0.52,3.2,17.0,53.0,3.05,0.81,9.5,1
11.835495896677811,10.8,0.5,0.46,2.5,5.0,27.0,3.05,0.64,9.5,0
12.65610218885319,10.6,0.83,0.37,2.6,26.0,70.0,3.16,0.52,9.9,0
11.224222210332854,7.1,0.63,0.06,2.0,8.0,29.0,3.67,0.73,9.6,0
12.1365060375729,7.2,0.65,0.02,2.3,5.0,31.0,3.67,0.8,9.7,0
12.86770753379665,6.9,0.67,0.06,2.1,8.0,33.0,3.68,0.71,9.6,0
13.398535503855214,7.5,0.53,0.06,2.6,20.0,44.0,3.38,0.59,10.7,1
